Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,9_M,IRN nuclear activity,0,building a nuclear arsenal,maxku,28-May-18 13:47:23,,,26,0.70,12,12
●,9_M,IRN,0,Iran,maxku,28-May-18 13:47:28,,,4,0.11,12,12
●,9_M,IRN nuclear activity,0,continue to work on the program,maxku,28-May-18 13:47:38,,,31,0.83,12,12
●,9_M,Properties\Power & Strength\Powerful & Leading,0,"planned ""at the highest levels"" to continue to work on the program",maxku,28-May-18 13:47:48,IRN,,66,1.77,12,12
●,9_M,Properties\Importance\Important & Intense,0,"planned ""at the highest levels""",maxku,28-May-18 13:48:07,IRN nuclear activity,,31,0.83,12,12
●,9_M,Reaction to IRN deal,0,a terrible deal,maxku,28-May-18 13:49:12,,,15,0.40,13,13
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,terrible,maxku,28-May-18 13:49:16,Nuclear deal,,8,0.21,13,13
●,9_M,Properties\Quality\Bad Quality,0,terrible,maxku,28-May-18 13:49:19,Nuclear deal,,8,0.21,13,13
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 13:49:29,,,9,0.24,13,13
●,9_M,USA\Trump,0,President Trump,maxku,28-May-18 13:49:35,,,15,0.40,13,13
●,9_M,Reaction to IRN deal,0,make his decision,maxku,28-May-18 13:49:39,,,17,0.46,13,13
●,9_M,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,do the right thing,maxku,28-May-18 13:49:45,Trump,,18,0.48,13,13
●,9_M,USA,0,the United States,maxku,28-May-18 13:49:59,,,17,0.46,13,13
●,9_M,ISR,0,Israel,maxku,28-May-18 13:50:05,,,6,0.16,13,13
●,9_M,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,the right thing for,maxku,28-May-18 13:50:15,Trump,,19,0.51,13,13
●,9_M,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,the right thing for,maxku,28-May-18 13:50:24,Trump,,19,0.51,13,13
●,9_M,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,the right thing for,maxku,28-May-18 13:50:31,Trump,,19,0.51,13,13
●,9_M,IRN,0,Iran,maxku,28-May-18 13:50:40,,,4,0.11,14,14
●,9_M,IRN\IRN-I,0,Iran's deputy foreign minister,maxku,28-May-18 13:50:44,,,30,0.81,14,14
●,9_M,IRN\IRN-I,0,senior nuclear negotiator,maxku,28-May-18 13:50:49,,,25,0.67,14,14
●,9_M,IRN\IRN-I,0,Abbas Araghchi,maxku,28-May-18 13:50:53,,,14,0.38,14,14
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,childish,maxku,28-May-18 13:51:08,Presentation,,8,0.21,14,14
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,ridiculous,maxku,28-May-18 13:51:11,Presentation,,10,0.27,14,14
●,9_M,IRN files,0,the purported evidence,maxku,28-May-18 13:51:30,,,22,0.59,14,14
●,9_M,Properties\Behaviour & character\Not trustworthy,0,fake,maxku,28-May-18 13:51:46,IRN files,,4,0.11,14,14
●,9_M,Properties\Behaviour & character\Not trustworthy,0,fabricated,maxku,28-May-18 13:51:49,IRN files,,10,0.27,14,14
●,9_M,IRN,0,Iran,maxku,28-May-18 13:52:28,,,4,0.11,15,15
●,9_M,IRN nuclear activity,0,seeking nuclear weapons,maxku,28-May-18 13:52:33,,,23,0.62,15,15
●,9_M,USA\USA-I,0,Secretary of State Mike Pompeo,maxku,28-May-18 13:52:41,,,30,0.81,16,16
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 13:52:47,,,9,0.24,16,16
●,9_M,ISR,0,Israel,maxku,28-May-18 13:52:53,,,6,0.16,16,16
●,9_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,accused,maxku,28-May-18 13:52:58,USA-I,,7,0.19,16,16
●,9_M,Properties\Violence & Unfair\Victim (receiving violence),0,accused,maxku,28-May-18 13:52:59,IRN,,7,0.19,16,16
●,9_M,IRN,0,Iran,maxku,28-May-18 13:53:12,,,4,0.11,16,16
●,9_M,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,behaving worse,maxku,28-May-18 13:53:24,IRN,,14,0.38,16,16
●,9_M,Nuclear deal,0,the deal,maxku,28-May-18 13:53:35,,,8,0.21,16,16
●,9_M,USA\USA-I,0,Pompeo,maxku,28-May-18 13:53:38,,,6,0.16,17,17
●,9_M,IRN,0,Iran,maxku,28-May-18 13:53:43,,,4,0.11,17,17
●,9_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,destabilizing the Middle East by supporting terrorist groups,maxku,28-May-18 13:53:53,IRN,,60,1.61,17,17
●,9_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,accused,maxku,28-May-18 13:54:03,USA-I,,7,0.19,17,17
●,9_M,Properties\Violence & Unfair\Victim (receiving violence),0,accused,maxku,28-May-18 13:54:04,IRN,,7,0.19,17,17
●,9_M,Properties\Power & Strength\Weak & Following,0,remain deeply concerned,maxku,28-May-18 13:56:17,USA-I,,23,0.62,18,18
●,9_M,IRN,0,Iran,maxku,28-May-18 13:56:28,,,4,0.11,18,18
●,9_M,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,threats,maxku,28-May-18 13:56:35,IRN,,7,0.19,18,18
●,9_M,Properties\Violence & Unfair\Victim (receiving violence),0,threats,maxku,28-May-18 13:56:36,ISR,,7,0.19,18,18
●,9_M,ISR,0,Israel,maxku,28-May-18 13:56:52,,,6,0.16,18,18
●,9_M,IRN,0,Iran,maxku,28-May-18 13:56:57,,,4,0.11,18,18
●,9_M,Properties\Power & Strength\Powerful & Leading,0,ambition to dominate,maxku,28-May-18 13:57:06,IRN,,20,0.54,18,18
●,9_M,Properties\Importance\Important & Intense,0,dangerous,maxku,28-May-18 13:57:16,IRN,,9,0.24,18,18
●,9_M,USA\USA-I,0,Pompeo,maxku,28-May-18 13:57:26,,,6,0.16,18,18
●,9_M,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 13:57:31,,,9,0.24,18,18
●,9_M,USA,0,The United States,maxku,28-May-18 13:57:35,,,17,0.46,18,18
●,9_M,ISR,0,Israel,maxku,28-May-18 13:57:42,,,6,0.16,18,18
●,9_M,Properties\Affection\Affection or empathy,0,is with Israel in this fight,maxku,28-May-18 13:58:00,ISR,,28,0.75,18,18
●,9_M,Properties\Affection\Affection or empathy,0,expressed solidarity,felix,18-Dec-18 18:58:25,Netanyahu,,20,0.54,7,7
●,9_R,ISR,0,Israeli Ambassador,maxku,15-May-18 21:30:52,,,18,0.03,1,1
●,9_R,USA,0,US,maxku,15-May-18 21:30:55,,,2,0.00,1,1
●,9_R,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:31:01,,,9,0.02,1,1
●,9_R,IRN files,0,Iran Intel,maxku,15-May-18 21:31:35,,,10,0.02,1,1
●,9_R,ISR,0,Israel's ambassador,maxku,15-May-18 21:31:57,,,19,0.04,2,2
●,9_R,USA,0,the United States,maxku,15-May-18 21:32:02,,,17,0.03,2,2
●,9_R,ISR\Netanyahu,0,Prime Minister Benjamin Netanyahu,maxku,15-May-18 21:32:10,,,33,0.06,2,2
●,9_R,IRN nuclear activity,0,Iran's nuclear program,maxku,15-May-18 21:32:14,,,22,0.04,2,2
●,9_R,ISR\Netanyahu,0,Israeli Prime Minister,maxku,15-May-18 21:32:31,,,22,0.04,4,4
●,9_R,ISR\Netanyahu,0,Benjamin Netanyahu,maxku,15-May-18 21:32:35,,,18,0.03,4,4
●,9_R,IRN,0,Iran,maxku,15-May-18 21:32:47,,,4,0.01,4,4
●,9_R,IRN nuclear activity,0,nuclear weapons program,maxku,15-May-18 21:32:55,,,23,0.04,4,4
●,9_R,IRN,0,the country,maxku,15-May-18 21:32:59,,,11,0.02,4,4
●,9_R,ISR,0,Israeli officials,maxku,15-May-18 21:33:10,,,17,0.03,5,5
●,9_R,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:33:13,,,9,0.02,5,5
●,9_R,IRN files,0,"""half a ton"" of files",maxku,15-May-18 21:33:19,,,21,0.04,5,5
●,9_R,IRN files,0,files,maxku,15-May-18 21:33:37,,,5,0.01,5,5
●,9_R,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:34:26,,,9,0.02,6,6
●,9_R,IRN files,0,"""an exact copy"" of the original materials",maxku,15-May-18 21:34:37,,,41,0.08,6,6
●,9_R,ISR\Netanyahu,0,Israel's prime minister,maxku,15-May-18 21:34:54,,,23,0.04,6,6
●,9_R,IRN nuclear activity,0,the Iranian program,maxku,15-May-18 21:35:02,,,19,0.04,6,6
●,9_R,IRN nuclear activity,0,"""Project Amad,""",maxku,15-May-18 21:35:26,,,15,0.03,6,6
●,9_R,IRN nuclear activity,0,develop a weapon,maxku,28-May-18 14:08:06,,,16,0.03,6,6
●,9_R,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:35:37,,,9,0.02,7,7
●,9_R,IRN,0,the Iranian wolf,maxku,15-May-18 21:35:42,,,16,0.03,7,7
●,9_R,USA,0,U.S. intelligence,maxku,15-May-18 21:35:46,,,17,0.03,8,8
●,9_R,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:35:51,,,9,0.02,8,8
●,9_R,IRN files,0,Netanyahu's intel,maxku,15-May-18 21:35:56,,,17,0.03,8,8
●,9_R,USA\Trump,0,Trump,maxku,15-May-18 21:36:19,,,5,0.01,9,9
●,9_R,Nuclear deal,0,the vaunted nuclear deal,maxku,15-May-18 21:42:50,,,24,0.05,4,4
●,9_R,Nuclear deal,0,the deal,maxku,15-May-18 21:42:55,,,8,0.02,5,5
●,9_R,Nuclear deal,0,the Iran nuclear deal,maxku,15-May-18 21:43:01,,,21,0.04,9,9
●,9_R,IRN nuclear activity,0,Smoking Bomb,maxku,28-May-18 10:01:53,,,12,0.02,1,1
●,9_R,IRN nuclear activity,0,smoking bomb,maxku,28-May-18 10:02:03,,,12,0.02,3,3
●,9_R,IRN nuclear activity,0,not complying with the vaunted nuclear deal,maxku,28-May-18 10:02:46,,,43,0.08,4,4
●,9_R,Properties\Importance\Important & Intense,0,Presented a Smoking Bomb,maxku,28-May-18 13:58:43,IRn files,,24,0.05,1,1
●,9_R,Presentation,0,slideshow,maxku,28-May-18 14:00:34,,,9,0.02,2,2
●,9_R,Properties\Power & Strength\Powerful & Leading,0,unveiled facts,maxku,28-May-18 14:00:45,"Presentation
Netanyahu",,14,0.03,2,2
●,9_R,Properties\Importance\Important & Intense,0,"worse than a ""smoking gun.""",maxku,28-May-18 14:01:09,"IRN files
IRN nuclear activity",,27,0.05,2,2
●,9_R,Properties\Importance\Important & Intense,0,presented a smoking bomb,maxku,28-May-18 14:01:31,"Presentation
IRN nuclear activity",,24,0.05,3,3
●,9_R,Properties\Power & Strength\Powerful & Leading,0,revealed,maxku,28-May-18 14:01:53,Netanyahu,,8,0.02,4,4
●,9_R,IRN files,0,"new ""dramatic"" intelligence",maxku,28-May-18 14:02:06,,,27,0.05,4,4
●,9_R,Properties\Importance\Important & Intense,0,dramatic,maxku,28-May-18 14:02:12,IRN files,,8,0.02,4,4
●,9_R,Properties\Behaviour & character\Not trustworthy,0,brazenly lying,maxku,28-May-18 14:02:25,IRN,,14,0.03,4,4
●,9_R,Properties\Law\Unlawful,0,not complying with the vaunted nuclear deal,AnZhu,08-Apr-19 19:20:35,IRN,,43,0.08,4,4
●,9_R,IRN files,0,The information,maxku,28-May-18 14:03:04,,,15,0.03,5,5
●,9_R,Properties\Importance\Important & Intense,0,highly secret,maxku,28-May-18 14:03:30,IRN files,,13,0.02,5,5
●,9_R,Properties\Power & Strength\Powerful & Leading,0,displayed,maxku,28-May-18 14:03:53,Netanyahu,,9,0.02,6,6
●,9_R,Properties\Importance\Important & Intense,0,"now in a ""very safe place""",maxku,28-May-18 14:04:12,IRN files,,26,0.05,6,6
●,9_R,Properties\Difficulty\Difficult,0,incriminating documents,maxku,28-May-18 14:04:38,IRN,,23,0.04,6,6
●,9_R,Properties\Power & Strength\Powerful & Leading,0,incriminating documents,maxku,28-May-18 14:04:53,IRN files,,23,0.04,6,6
●,9_R,IRN files,0,the material,maxku,28-May-18 14:05:21,,,12,0.02,6,6
●,9_R,Properties\Power & Strength\Powerful & Leading,0,filled with incriminating evidence,maxku,28-May-18 14:07:27,IRN files,,34,0.07,6,6
●,9_R,Properties\Difficulty\Difficult,0,filled with incriminating evidence,maxku,28-May-18 14:07:38,IRN,,34,0.07,6,6
●,9_R,ISR\ISR-I,0,Ron Dermer,maxku,28-May-18 14:08:51,,,10,0.02,3,3
●,9_R,ISR\ISR-I,0,Dermer said,maxku,28-May-18 14:08:57,,,11,0.02,7,7
●,9_R,ISR\ISR-I,0,Dermer,maxku,28-May-18 14:09:02,,,6,0.01,9,9
●,9_R,ISR\ISR-I,0,Dermer,maxku,28-May-18 14:09:04,,,6,0.01,10,10
●,9_R,ISR\ISR-I,0,Dermer,maxku,28-May-18 14:09:07,,,6,0.01,13,13
●,9_R,USA\Trump,0,President Donald Trump,maxku,28-May-18 14:09:12,,,22,0.04,13,13
●,9_R,Nuclear deal,0,the deal,maxku,28-May-18 14:09:17,,,8,0.02,13,13
●,9_R,USA\Trump,0,The president,maxku,28-May-18 14:09:22,,,13,0.02,13,13
●,9_R,Reaction to IRN deal,0,decide whether to re-ratify it,maxku,28-May-18 14:09:28,,,30,0.06,13,13
●,9_R,IRN,0,Iran,maxku,28-May-18 14:09:34,,,4,0.01,12,12
●,9_R,Nuclear deal,0,the nuclear deal,maxku,28-May-18 14:09:39,,,16,0.03,12,12
●,9_R,IRN,0,Iran,maxku,28-May-18 14:09:43,,,4,0.01,12,12
●,9_R,Nuclear deal,0,this deal,maxku,28-May-18 14:09:55,,,9,0.02,11,11
●,9_R,IRN,0,Iran,maxku,28-May-18 14:10:01,,,4,0.01,10,10
●,9_R,Nuclear deal,0,the deal,maxku,28-May-18 14:10:06,,,8,0.02,10,10
●,9_R,Properties\Power & Strength\Powerful & Leading,0,exposed the fangs of the Iranian wolf,maxku,28-May-18 14:10:31,Netanyahu,,37,0.07,7,7
●,9_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,the Iranian wolf,maxku,28-May-18 14:10:47,IRN,,16,0.03,7,7
●,9_R,Properties\Affection\Affection or empathy,0,will back up,maxku,28-May-18 14:11:01,IRN files,,12,0.02,8,8
●,9_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,ripped,maxku,28-May-18 14:11:16,ISR-I,,6,0.01,9,9
●,9_R,Properties\Violence & Unfair\Victim (receiving violence),0,ripped,maxku,28-May-18 14:11:17,IRN-I,,6,0.01,9,9
●,9_R,IRN\IRN-I,0,Iranian diplomat,maxku,28-May-18 14:11:35,,,16,0.03,9,9
●,9_R,IRN\IRN-I,0,Mohammad Javad Zarif,maxku,28-May-18 14:11:39,,,20,0.04,9,9
●,9_R,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,impetuous,maxku,28-May-18 14:11:48,Trump,,9,0.02,9,9
●,9_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,sabotaging,maxku,28-May-18 14:11:56,Trump,,10,0.02,9,9
●,9_R,Properties\Violence & Unfair\Victim (receiving violence),0,sabotaging,maxku,28-May-18 14:11:58,Nuclear deal,,10,0.02,9,9
●,9_R,Properties\Quality\Bad Quality,0,not being hurt in any way,maxku,28-May-18 14:12:10,Nuclear deal,,25,0.05,10,10
●,9_R,Properties\Power & Strength\Powerful & Leading,0,not being hurt in any way,maxku,28-May-18 14:12:14,IRN,,25,0.05,10,10
●,9_R,Properties\Economy\Positive - economy,0,increase in the ability to sell oil,maxku,28-May-18 14:12:26,IRN,,35,0.07,10,10
●,9_R,Properties\Economy\Positive - economy,0,an influx of money,maxku,28-May-18 14:12:36,IRN,,18,0.03,10,10
●,9_R,Nuclear deal,0,the agreement,maxku,28-May-18 14:12:45,,,13,0.02,10,10
●,9_R,IRN nuclear activity,0,getting a bomb,maxku,28-May-18 14:15:01,,,14,0.03,11,11
●,9_R,IRN,0,the foremost sponsor of terrorism in the world,maxku,28-May-18 14:15:19,,,46,0.09,11,11
●,9_R,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,sponsor of terrorism,maxku,28-May-18 14:15:23,IRN,,20,0.04,11,11
●,9_R,Properties\Other\Positive,0,in much better shape,maxku,28-May-18 14:15:38,IRN,,20,0.04,12,12
●,9_R,Properties\Affection\Affection or empathy,0,"is ""right",maxku,28-May-18 14:15:53,Trump,,9,0.02,13,13
●,9_R,Properties\Power & Strength\Powerful & Leading,0,call attention to,maxku,28-May-18 14:16:04,Trump,,17,0.03,13,13
●,9_R,Properties\Importance\Important & Intense,0,call attention to,maxku,28-May-18 14:16:06,Nuclear deal,,17,0.03,13,13
●,9_RR,USA,0,U.S.,maxku,15-May-18 21:20:52,,,4,0.01,1,1
●,9_RR,ISR,0,Israel,maxku,15-May-18 21:22:43,,,6,0.01,1,1
●,9_RR,IRN,0,Iran,maxku,15-May-18 21:24:24,,,4,0.01,1,1
●,9_RR,IRN files,0,Iran Nuclear Files,maxku,15-May-18 21:25:27,,,18,0.03,1,1
●,9_RR,USA,0,U.S. intelligence,maxku,15-May-18 21:25:45,,,17,0.02,2,2
●,9_RR,IRN files,0,tens of thousands of files,maxku,15-May-18 21:25:50,,,26,0.04,2,2
●,9_RR,ISR,0,Israel,maxku,15-May-18 21:25:55,,,6,0.01,2,2
●,9_RR,IRN,0,Iran,maxku,15-May-18 21:25:59,,,4,0.01,2,2
●,9_RR,ISR\Netanyahu,0,Israeli Prime Minister,maxku,15-May-18 21:26:25,,,22,0.03,2,2
●,9_RR,ISR\Netanyahu,0,Benjamin Netanyahu,maxku,15-May-18 21:26:29,,,18,0.03,2,2
●,9_RR,IRN,0,Iran,maxku,15-May-18 21:26:33,,,4,0.01,2,2
●,9_RR,IRN nuclear activity,0,nuclear weapons program,maxku,15-May-18 21:27:13,,,23,0.03,2,2
●,9_RR,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:27:41,,,9,0.01,3,3
●,9_RR,ISR,0,Israel,maxku,15-May-18 21:27:48,,,6,0.01,3,3
●,9_RR,IRN files,0,hundreds of thousands of Iranian files,maxku,15-May-18 21:27:54,,,38,0.05,3,3
●,9_RR,IRN,0,the regime,maxku,15-May-18 21:28:08,,,10,0.01,3,3
●,9_RR,IRN files,0,The files,maxku,15-May-18 21:28:38,,,9,0.01,4,4
●,9_RR,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:28:42,,,9,0.01,4,4
●,9_RR,IRN,0,Iran,maxku,15-May-18 21:28:49,,,4,0.01,4,4
●,9_RR,IRN nuclear activity,0,developing nuclear weapons,maxku,28-May-18 14:22:33,,,26,0.04,4,4
●,9_RR,IRN nuclear activity,0,a nuclear bomb,maxku,15-May-18 21:29:00,,,14,0.02,4,4
●,9_RR,IRN nuclear activity,0,research on nuclear warheads,maxku,28-May-18 14:22:39,,,28,0.04,4,4
●,9_RR,IRN nuclear activity,0,development of testing sites,maxku,28-May-18 14:22:51,,,28,0.04,4,4
●,9_RR,IRN,0,Iran,maxku,15-May-18 21:29:20,,,4,0.01,5,5
●,9_RR,IRN nuclear activity,0,a nuclear weapons program,maxku,15-May-18 21:29:30,,,25,0.03,5,5
●,9_RR,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:29:34,,,9,0.01,5,5
●,9_RR,ISR,0,Israel,maxku,15-May-18 21:29:43,,,6,0.01,5,5
●,9_RR,IRN files,0,secret Iranian files,maxku,15-May-18 21:29:49,,,20,0.03,5,5
●,9_RR,USA\Trump,0,Trump,maxku,15-May-18 21:29:53,,,5,0.01,5,5
●,9_RR,USA,0,the United States,maxku,15-May-18 21:30:02,,,17,0.02,5,5
●,9_RR,ISR,0,Israel,maxku,15-May-18 21:30:07,,,6,0.01,5,5
●,9_RR,ISR\Netanyahu,0,Netanyahu,maxku,15-May-18 21:30:19,,,9,0.01,6,6
●,9_RR,ISR,0,Israel,maxku,15-May-18 21:30:23,,,6,0.01,6,6
●,9_RR,IRN files,0,the Iranian files,maxku,15-May-18 21:30:29,,,17,0.02,6,6
●,9_RR,USA,0,the U.S.,maxku,15-May-18 21:30:34,,,8,0.01,6,6
●,9_RR,USA,0,the U.S.,maxku,15-May-18 21:30:39,,,8,0.01,6,6
●,9_RR,IRN files,0,the material,maxku,15-May-18 21:30:44,,,12,0.02,6,6
●,9_RR,Presentation,0,Netanyahu's presentation,maxku,28-May-18 09:44:36,,,24,0.03,8,8
●,9_RR,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 09:44:41,,,9,0.01,8,8
●,9_RR,Presentation,0,Netanyahu's presentation,maxku,28-May-18 09:45:15,,,24,0.03,9,9
●,9_RR,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 09:45:19,,,9,0.01,9,9
●,9_RR,Reaction to IRN deal,0,withdraw from the Iran nuclear deal,maxku,28-May-18 10:14:51,,,35,0.05,8,8
●,9_RR,Reaction to IRN deal,0,a US exit,maxku,28-May-18 10:15:06,,,9,0.01,10,10
●,9_RR,Properties\Power & Strength\Powerful & Leading,0,Seized by,maxku,28-May-18 14:16:44,ISR,,9,0.01,1,1
●,9_RR,Properties\Behaviour & character\Trustworthy,0,Authentic,maxku,28-May-18 14:16:53,IRN files,,9,0.01,1,1
●,9_RR,Properties\Other\Other,0,reportedly,maxku,28-May-18 14:18:15,USA,,10,0.01,2,2
●,9_RR,Properties\Affection\Affection or empathy,0,confirmed,maxku,28-May-18 14:18:25,IRN files,,9,0.01,2,2
●,9_RR,Properties\Power & Strength\Powerful & Leading,0,seized by,maxku,28-May-18 14:18:36,ISR,,9,0.01,2,2
●,9_RR,Properties\Behaviour & character\Trustworthy,0,authentic,maxku,28-May-18 14:21:08,IRN files,,9,0.01,2,2
●,9_RR,Properties\Power & Strength\Powerful & Leading,0,revealed,maxku,28-May-18 14:21:29,Netanyahu,,8,0.01,3,3
●,9_RR,Properties\Other\Other,0,allegedly,maxku,28-May-18 14:21:58,IRN,,9,0.01,3,3
●,9_RR,Reaction to IRN deal,0,hid its nuclear weapons research archive,maxku,28-May-18 14:22:12,,,40,0.06,3,3
●,9_RR,Properties\Behaviour & character\Not trustworthy,0,lied,maxku,28-May-18 14:22:22,IRN,,4,0.01,4,4
●,9_RR,Properties\Behaviour & character\Not trustworthy,0,lied,maxku,28-May-18 14:23:04,IRN,,4,0.01,5,5
●,9_RR,Properties\Power & Strength\Powerful & Leading,0,uncovered,maxku,28-May-18 14:23:14,ISR,,9,0.01,5,5
●,9_RR,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,do the right thing,maxku,28-May-18 14:23:25,Trump,,18,0.03,5,5
●,9_RR,Properties\Affection\Affection or empathy,0,I'm sure he'll do the right thing,maxku,28-May-18 14:23:30,Trump,,33,0.05,5,5
●,9_RR,Properties\Affection\Affection or empathy,0,the right thing for,maxku,28-May-18 14:23:44,Trump,,19,0.03,5,5
●,9_RR,Properties\Affection\Affection or empathy,0,the right thing for,maxku,28-May-18 14:23:48,Trump,,19,0.03,5,5
●,9_RR,Properties\Affection\Affection or empathy,0,the right thing for,maxku,28-May-18 14:23:53,Trump,,19,0.03,5,5
●,9_RR,USA\USA-I,0,US official,maxku,28-May-18 14:24:15,,,11,0.02,6,6
●,9_RR,Properties\Affection\Affection or empathy,0,confirms,maxku,28-May-18 14:24:22,Netanyahu,,8,0.01,6,6
●,9_RR,Properties\Affection\Affection or empathy,0,verified,maxku,28-May-18 14:24:33,IRN files,,8,0.01,6,6
●,9_RR,Properties\Behaviour & character\Trustworthy,0,authentic,maxku,28-May-18 14:24:49,IRN files,,9,0.01,6,6
●,9_RR,Properties\Other\Other,0,I'm told,maxku,28-May-18 14:25:00,IRN files,,8,0.01,6,6
●,9_RR,USA,0,U.S. intelligence,maxku,28-May-18 14:25:16,,,17,0.02,7,7
●,9_RR,Properties\Other\Other,0,unclear if,maxku,28-May-18 14:25:30,"USA
Netanyahu
IRN files",,10,0.01,7,7
●,9_RR,Properties\Affection\Affection or empathy,0,verified,maxku,28-May-18 14:25:42,"Netanyahu
IRN files",,8,0.01,7,7
●,9_RR,ISR\Netanyahu,0,Netanyahu,maxku,28-May-18 14:26:02,,,9,0.01,7,7
●,9_RR,IRN files,0,the files,maxku,28-May-18 14:26:06,,,9,0.01,7,7
●,9_RR,Properties\Importance\Important & Intense,0,highly-anticipated,maxku,28-May-18 14:26:33,Reaction to IRN deal,,18,0.03,8,8
●,9_RR,Properties\Importance\Important & Intense,0,self-imposed,maxku,28-May-18 14:26:58,Nuclear deal,,12,0.02,8,8
●,9_RR,USA,0,the Trump administration,maxku,28-May-18 14:27:08,,,24,0.03,8,8
●,9_RR,USA\Trump,0,President Donald Trump,maxku,28-May-18 14:27:18,,,22,0.03,8,8
●,9_RR,USA\Trump,0,President Trump,maxku,28-May-18 14:27:30,,,15,0.02,9,9
●,9_RR,Properties\Affection\Affection or empathy,0,found it convincing,maxku,28-May-18 14:27:42,"Netanyahu
Presentation",,19,0.03,9,9
●,9_RR,Properties\Other\Other,0,would not yet announce his plans,maxku,28-May-18 14:27:59,Trump,,32,0.04,9,9
●,9_RR,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,open to re-negotiating,maxku,28-May-18 14:28:21,Trump,,22,0.03,9,9
●,9_RR,Nuclear deal,0,the deal,maxku,28-May-18 14:28:30,,,8,0.01,9,9
●,9_RR,IRN\IRN-I,0,Iran's deputy foreign minister,maxku,28-May-18 14:28:35,,,30,0.04,10,10
●,9_RR,IRN\IRN-I,0,Abbas Araghchi,maxku,28-May-18 14:28:38,,,14,0.02,10,10
●,9_RR,IRN,0,Iran,maxku,28-May-18 14:28:41,,,4,0.01,10,10
●,9_RR,Properties\Other\Other,0,reportedly,maxku,28-May-18 14:28:46,IRN-I,,10,0.01,10,10
●,9_RR,Nuclear deal,0,The Iran nuclear deal,maxku,28-May-18 14:28:59,,,21,0.03,10,10
●,9_RR,Properties\Difficulty\Difficult,0,no longer sustainable,maxku,28-May-18 14:29:08,Nuclear deal,,21,0.03,10,10
●,9_RR,IRN,0,Iran,maxku,28-May-18 14:29:14,,,4,0.01,10,10
